date,plant_id,product_id,product_type,grade,thickness_mm,length_mm,price_per_ton,promotion,stock_ton,weekday,month,holiday,sales_ton,prev_day_sales_ton,rolling_7d_mean_ton,rolling_30d_mean_ton
2023-08-06,1,18,pipe,B,3.0,6000,885.06,0,242.49,6,8,0,3.365,3.135,5.740857142857143,5.647466666666667
2023-08-07,1,18,pipe,B,3.0,6000,869.89,0,134.34,0,8,0,5.971,3.365,5.054571428571428,5.694266666666667
2023-08-08,1,18,pipe,B,3.0,6000,891.6,0,127.05,1,8,0,5.708,5.971,5.087857142857142,5.769633333333333
2023-08-09,1,18,pipe,B,3.0,6000,877.75,0,160.76,2,8,0,6.246,5.708,5.094142857142857,5.576733333333333
2023-08-10,1,18,pipe,B,3.0,6000,874.68,0,195.59,3,8,0,6.043,6.246,5.200571428571428,5.572733333333333
2023-08-11,1,18,pipe,B,3.0,6000,882.24,0,260.89,4,8,0,5.847,6.043,5.187857142857142,5.562633333333333
2023-08-12,1,18,pipe,B,3.0,6000,897.66,0,228.54,5,8,0,4.15,5.847,5.332857142857143,5.4904
2023-08-13,1,18,pipe,B,3.0,6000,863.01,0,237.94,6,8,0,3.762,4.15,5.389571428571428,5.422433333333333
2023-08-14,1,18,pipe,B,3.0,6000,857.63,0,139.79,0,8,0,6.059,3.762,5.402142857142858,5.479966666666667
2023-08-15,1,18,pipe,B,3.0,6000,889.65,0,311.5,1,8,0,5.807,6.059,5.416285714285714,5.550433333333333
2023-08-16,1,18,pipe,B,3.0,6000,861.59,0,214.0,2,8,0,5.921,5.807,5.3698571428571436,5.5324
2023-08-17,1,18,pipe,B,3.0,6000,886.85,0,163.65,3,8,0,5.393,5.921,5.277,5.491333333333333
2023-08-18,1,18,pipe,B,3.0,6000,885.25,0,204.21,4,8,0,5.821,5.393,5.273285714285714,5.495733333333334
2023-08-19,1,18,pipe,B,3.0,6000,873.39,0,159.41,5,8,0,3.221,5.821,5.140571428571429,5.390666666666666
2023-08-20,1,18,pipe,B,3.0,6000,871.19,0,122.06,6,8,0,3.648,3.221,5.124285714285714,5.318466666666667
2023-08-21,1,18,pipe,B,3.0,6000,892.82,0,216.83,0,8,0,5.763,3.648,5.082,5.3770999999999995
2023-08-22,1,18,pipe,B,3.0,6000,890.79,0,129.37,1,8,0,5.286,5.763,5.007571428571429,5.4426
2023-08-23,1,18,pipe,B,3.0,6000,869.25,0,38.94,2,8,0,5.494,5.286,4.946571428571429,5.412366666666666
2023-08-24,1,18,pipe,B,3.0,6000,879.4,0,156.99,3,8,0,5.917,5.494,5.021428571428571,5.3957
2023-08-25,1,18,pipe,B,3.0,6000,865.17,0,246.44,4,8,0,5.709,5.917,5.005428571428571,5.3756
2023-08-26,1,18,pipe,B,3.0,6000,858.64,0,320.19,5,8,0,3.86,5.709,5.0967142857142855,5.3215666666666674
2023-08-27,1,18,pipe,B,3.0,6000,885.41,0,195.1,6,8,0,3.257,3.86,5.040857142857143,5.212166666666666
2023-08-28,1,18,pipe,B,3.0,6000,867.4,0,193.26,0,8,0,5.046,3.257,4.938428571428572,5.259966666666667
2023-08-29,1,18,pipe,B,3.0,6000,861.78,0,153.65,1,8,0,6.326,5.046,5.086999999999999,5.348033333333333
2023-08-30,1,18,pipe,B,3.0,6000,867.62,0,196.75,2,8,0,5.755,6.326,5.124285714285714,5.1807
2023-08-31,1,18,pipe,B,3.0,6000,873.1,0,227.41,3,8,0,5.851,5.755,5.114857142857143,5.193233333333334
2023-09-01,1,18,pipe,B,3.0,6000,874.17,0,271.38,4,9,0,5.95,5.851,5.149285714285715,5.184833333333334
2023-09-02,1,18,pipe,B,3.0,6000,895.84,0,200.21,5,9,0,3.607,5.95,5.113142857142857,5.128466666666667
2023-09-03,1,18,pipe,B,3.0,6000,874.25,0,222.96,6,9,0,3.251,3.607,5.112285714285714,5.038966666666666
2023-09-04,1,18,pipe,B,3.0,6000,876.62,0,241.78,0,9,0,5.786,3.251,5.217999999999999,5.1273333333333335
2023-09-05,1,18,pipe,B,3.0,6000,865.05,0,220.04,1,9,0,5.748,5.786,5.135428571428571,5.206766666666667
2023-09-06,1,18,pipe,B,3.0,6000,858.19,0,292.5,2,9,0,5.798,5.748,5.141571428571429,5.201
2023-09-07,1,18,pipe,B,3.0,6000,888.42,0,188.54,3,9,0,5.114,5.798,5.036285714285715,5.1812
2023-09-08,1,18,pipe,B,3.0,6000,895.57,0,194.32,4,9,0,5.015,5.114,4.902714285714285,5.140166666666667
2023-09-09,1,18,pipe,B,3.0,6000,879.34,0,179.77,5,9,0,3.047,5.015,4.8227142857142855,5.0403
2023-09-10,1,18,pipe,B,3.0,6000,857.87,0,203.35,6,9,0,3.539,3.047,4.863857142857143,4.963366666666667
2023-09-11,1,18,pipe,B,3.0,6000,879.17,0,205.03,0,9,0,5.58,3.539,4.834428571428572,5.011033333333333
2023-09-12,1,18,pipe,B,3.0,6000,895.0,0,151.64,1,9,0,4.999,5.58,4.727428571428571,5.052266666666666
2023-09-13,1,18,pipe,B,3.0,6000,788.21,1,144.77,2,9,0,9.217,4.999,5.215857142857144,5.157533333333333
2023-09-14,1,18,pipe,B,3.0,6000,900.64,0,213.66,3,9,0,5.548,9.217,5.277857142857143,5.1489
2023-09-15,1,18,pipe,B,3.0,6000,891.34,0,148.72,4,9,0,5.421,5.548,5.335857142857143,5.132233333333333
2023-09-16,1,18,pipe,B,3.0,6000,882.26,0,216.86,5,9,0,3.742,5.421,5.435142857142858,5.0772
2023-09-17,1,18,pipe,B,3.0,6000,884.77,0,258.24,6,9,0,3.277,3.742,5.397714285714286,4.9924
2023-09-18,1,18,pipe,B,3.0,6000,871.16,0,333.23,0,9,0,5.511,3.277,5.387857142857143,5.068733333333333
2023-09-19,1,18,pipe,B,3.0,6000,887.19,0,217.01,1,9,0,5.702,5.511,5.488285714285714,5.137199999999999
2023-09-20,1,18,pipe,B,3.0,6000,870.23,0,210.04,2,9,0,5.581,5.702,4.968857142857144,5.1311333333333335
2023-09-21,1,18,pipe,B,3.0,6000,886.17,0,176.45,3,9,0,5.256,5.581,4.927142857142857,5.130133333333333
2023-09-22,1,18,pipe,B,3.0,6000,860.82,0,318.39,4,9,0,5.629,5.256,4.956857142857143,5.134633333333334
2023-09-23,1,18,pipe,B,3.0,6000,880.53,0,205.63,5,9,0,3.167,5.629,4.874714285714285,5.0429666666666675
2023-09-24,1,18,pipe,B,3.0,6000,885.09,0,135.35,6,9,0,3.106,3.167,4.850285714285714,4.9562
2023-09-25,1,18,pipe,B,3.0,6000,891.5,0,110.17,0,9,0,4.89,3.106,4.761571428571429,4.990533333333333
2023-09-26,1,18,pipe,B,3.0,6000,883.35,0,211.69,1,9,0,5.704,4.89,4.761857142857143,5.072100000000001
2023-09-27,1,18,pipe,B,3.0,6000,886.27,0,208.54,2,9,0,5.519,5.704,4.753,5.087866666666667
2023-09-28,1,18,pipe,B,3.0,6000,861.04,0,163.68,3,9,0,5.245,5.519,4.751428571428571,5.051833333333334
2023-09-29,1,18,pipe,B,3.0,6000,878.52,0,150.75,4,9,0,5.247,5.245,4.696857142857143,5.0348999999999995
2023-09-30,1,18,pipe,B,3.0,6000,858.24,0,140.46,5,9,0,3.133,5.247,4.692,4.9443
2023-10-01,1,18,pipe,B,3.0,6000,864.87,0,62.36,6,10,0,3.223,3.133,4.708714285714286,4.853399999999999
2023-10-02,1,18,pipe,B,3.0,6000,889.17,0,187.77,0,10,0,5.056,3.223,4.732428571428572,4.9017
2023-10-03,1,18,pipe,B,3.0,6000,861.71,0,222.58,1,10,0,6.044,5.056,4.781,4.994800000000001
2023-10-04,1,18,pipe,B,3.0,6000,873.0,0,262.91,2,10,0,5.28,6.044,4.746857142857143,4.977933333333334
2023-10-05,1,18,pipe,B,3.0,6000,874.03,0,201.63,3,10,0,5.305,5.28,4.755428571428571,4.963166666666666
2023-10-06,1,18,pipe,B,3.0,6000,858.56,0,253.58,4,10,0,5.665,5.305,4.815142857142858,4.958733333333333
2023-10-07,1,18,pipe,B,3.0,6000,871.04,0,215.33,5,10,0,3.187,5.665,4.822857142857143,4.8945
2023-10-08,1,18,pipe,B,3.0,6000,893.2,0,251.87,6,10,0,2.947,3.187,4.783428571428572,4.825566666666666
2023-10-09,1,18,pipe,B,3.0,6000,877.84,0,134.1,0,10,0,5.385,2.947,4.8304285714285715,4.903499999999999
2023-10-10,1,18,pipe,B,3.0,6000,888.7,0,223.45,1,10,0,5.463,5.385,4.747428571428571,4.967633333333334
2023-10-11,1,18,pipe,B,3.0,6000,896.28,0,213.97,2,10,0,5.222,5.463,4.739142857142857,4.955699999999999
2023-10-12,1,18,pipe,B,3.0,6000,889.33,0,168.45,3,10,0,5.38,5.222,4.749857142857143,4.968400000000001
2023-10-13,1,18,pipe,B,3.0,6000,857.73,0,181.56,4,10,0,5.571,5.38,4.736428571428571,4.846866666666667
2023-10-14,1,18,pipe,B,3.0,6000,875.37,0,266.26,5,10,0,3.423,5.571,4.770142857142857,4.776033333333333
2023-10-15,1,18,pipe,B,3.0,6000,888.93,0,190.77,6,10,0,2.886,3.423,4.761428571428572,4.691533333333334
2023-10-16,1,18,pipe,B,3.0,6000,885.96,0,145.81,0,10,0,5.508,2.886,4.779000000000001,4.7504
2023-10-17,1,18,pipe,B,3.0,6000,899.15,0,186.82,1,10,0,5.235,5.508,4.746428571428572,4.815666666666667
2023-10-18,1,18,pipe,B,3.0,6000,878.8,0,133.58,2,10,0,4.615,5.235,4.659714285714286,4.7858
2023-10-19,1,18,pipe,B,3.0,6000,899.65,0,226.69,3,10,0,4.3,4.615,4.505428571428571,4.739066666666667
2023-10-20,1,18,pipe,B,3.0,6000,897.71,0,108.33,4,10,0,5.05,4.3,4.431,4.721366666666667
2023-10-21,1,18,pipe,B,3.0,6000,882.66,0,222.43,5,10,0,3.138,5.05,4.390285714285715,4.650766666666668
2023-10-22,1,18,pipe,B,3.0,6000,900.65,0,199.11,6,10,0,3.09,3.138,4.419428571428571,4.566133333333332
2023-10-23,1,18,pipe,B,3.0,6000,895.32,0,250.87,0,10,0,5.094,3.09,4.360285714285714,4.630366666666666
2023-10-24,1,18,pipe,B,3.0,6000,894.65,0,188.78,1,10,0,4.706,5.094,4.284714285714286,4.6837
2023-10-25,1,18,pipe,B,3.0,6000,866.76,0,109.55,2,10,0,5.291,4.706,4.381285714285714,4.697066666666667
2023-10-26,1,18,pipe,B,3.0,6000,890.05,0,115.74,3,10,0,5.801,5.291,4.595714285714286,4.7003
2023-10-27,1,18,pipe,B,3.0,6000,858.0,0,241.95,4,10,0,6.284,5.801,4.772,4.7258000000000004
2023-10-28,1,18,pipe,B,3.0,6000,882.54,0,220.94,5,10,0,3.006,6.284,4.753142857142858,4.651166666666667
2023-10-29,1,18,pipe,B,3.0,6000,879.93,0,191.96,6,10,0,3.247,3.006,4.775571428571429,4.5845
2023-10-30,1,18,pipe,B,3.0,6000,863.85,0,248.27,0,10,0,5.681,3.247,4.859428571428572,4.669433333333333
2023-10-31,1,18,pipe,B,3.0,6000,875.37,0,162.37,1,10,0,5.433,5.681,4.963285714285713,4.7431
2023-11-01,1,18,pipe,B,3.0,6000,878.32,0,199.42,2,11,0,5.375,5.433,4.975285714285714,4.753733333333333
2023-11-02,1,18,pipe,B,3.0,6000,896.38,0,175.76,3,11,0,5.371,5.375,4.913857142857142,4.7313
2023-11-03,1,18,pipe,B,3.0,6000,873.16,0,163.13,4,11,0,5.342,5.371,4.779285714285714,4.733366666666666
2023-11-04,1,18,pipe,B,3.0,6000,860.91,0,208.09,5,11,0,3.273,5.342,4.817428571428572,4.665633333333334
2023-11-05,1,18,pipe,B,3.0,6000,878.49,0,229.96,6,11,0,3.294,3.273,4.824142857142857,4.5866
2023-11-06,1,18,pipe,B,3.0,6000,867.86,0,213.15,0,11,0,5.894,3.294,4.854571428571428,4.676833333333334
2023-11-07,1,18,pipe,B,3.0,6000,886.82,0,171.51,1,11,0,5.716,5.894,4.8950000000000005,4.7691333333333334
2023-11-08,1,18,pipe,B,3.0,6000,865.99,0,272.0,2,11,0,6.068,5.716,4.994,4.7919
2023-11-09,1,18,pipe,B,3.0,6000,886.99,0,187.34,3,11,0,5.517,6.068,5.014857142857143,4.793699999999999
2023-11-10,1,18,pipe,B,3.0,6000,884.2,0,244.6,4,11,0,5.486,5.517,5.035428571428571,4.8025
2023-11-11,1,18,pipe,B,3.0,6000,860.28,0,249.78,5,11,0,3.976,5.486,5.135857142857143,4.7557
2023-11-12,1,18,pipe,B,3.0,6000,867.46,0,157.34,6,11,0,2.757,3.976,5.059142857142858,4.6619
2023-11-13,1,18,pipe,B,3.0,6000,875.48,0,171.47,0,11,0,5.8,2.757,5.045714285714285,4.741133333333333
2023-11-14,1,18,pipe,B,3.0,6000,864.12,0,160.57,1,11,0,5.758,5.8,5.051714285714286,4.836866666666666
2023-11-15,1,18,pipe,B,3.0,6000,884.63,0,179.03,2,11,0,5.241,5.758,4.933571428571429,4.827966666666667
2023-11-16,1,18,pipe,B,3.0,6000,871.76,0,159.25,3,11,0,5.895,5.241,4.987571428571428,4.849966666666666
2023-11-17,1,18,pipe,B,3.0,6000,874.75,0,339.19,4,11,0,5.817,5.895,5.034857142857143,4.890033333333333
2023-11-18,1,18,pipe,B,3.0,6000,897.76,0,185.53,5,11,0,3.712,5.817,4.997142857142856,4.870433333333334
2023-11-19,1,18,pipe,B,3.0,6000,858.77,0,61.69,6,11,0,3.533,3.712,5.108,4.819866666666667
2023-11-20,1,18,pipe,B,3.0,6000,893.01,0,177.79,0,11,0,5.414,3.533,5.0528571428571425,4.895733333333333
2023-11-21,1,18,pipe,B,3.0,6000,887.4,0,201.94,1,11,0,5.5,5.414,5.016,4.976066666666667
2023-11-22,1,18,pipe,B,3.0,6000,890.45,0,262.89,2,11,0,5.564,5.5,5.062142857142858,4.9917333333333325
2023-11-23,1,18,pipe,B,3.0,6000,893.52,0,240.91,3,11,0,5.738,5.564,5.039714285714285,5.026133333333333
2023-11-24,1,18,pipe,B,3.0,6000,878.62,0,264.8,4,11,0,5.568,5.738,5.004142857142858,5.0353666666666665
2023-11-25,1,18,pipe,B,3.0,6000,861.25,0,185.11,5,11,0,3.898,5.568,5.030714285714287,4.971933333333333
2023-11-26,1,18,pipe,B,3.0,6000,885.62,0,157.35,6,11,0,3.458,3.898,5.0200000000000005,4.8777333333333335
2023-11-27,1,18,pipe,B,3.0,6000,883.97,0,208.59,0,11,0,5.702,3.458,5.0611428571428565,4.9676
2023-11-28,1,18,pipe,B,3.0,6000,873.66,0,196.11,1,11,0,5.727,5.702,5.093571428571429,5.050266666666667
2023-11-29,1,18,pipe,B,3.0,6000,868.34,0,128.02,2,11,0,5.375,5.727,5.066571428571429,5.040066666666666
2023-11-30,1,18,pipe,B,3.0,6000,867.75,0,217.51,3,11,0,6.253,5.375,5.140142857142857,5.067400000000001
2023-12-01,1,18,pipe,B,3.0,6000,900.7,0,117.49,4,12,0,5.858,6.253,5.181571428571429,5.0835
2023-12-02,1,18,pipe,B,3.0,6000,894.27,0,128.1,5,12,0,3.153,5.858,5.075142857142857,5.009566666666667
2023-12-03,1,18,pipe,B,3.0,6000,871.34,0,332.11,6,12,0,3.811,3.153,5.125571428571428,4.9585333333333335
2023-12-04,1,18,pipe,B,3.0,6000,875.39,0,204.03,0,12,0,6.103,3.811,5.182857142857143,5.052866666666666
2023-12-05,1,18,pipe,B,3.0,6000,875.8,0,155.5,1,12,0,6.341,6.103,5.2705714285714285,5.154433333333333
2023-12-06,1,18,pipe,B,3.0,6000,880.62,0,322.3,2,12,0,6.227,6.341,5.3922857142857135,5.165533333333333
2023-12-07,1,18,pipe,B,3.0,6000,900.53,0,201.81,3,12,0,5.898,6.227,5.341571428571428,5.1716
2023-12-08,1,18,pipe,B,3.0,6000,881.84,0,125.09,4,12,0,6.327,5.898,5.408571428571428,5.180233333333334
2023-12-09,1,18,pipe,B,3.0,6000,884.55,0,189.35,5,12,0,3.708,6.327,5.487857142857143,5.119933333333334
2023-12-10,1,18,pipe,B,3.0,6000,877.06,0,180.58,6,12,0,3.44,3.708,5.434857142857143,5.051733333333333
2023-12-11,1,18,pipe,B,3.0,6000,871.31,0,196.41,0,12,0,6.481,3.44,5.488857142857142,5.135233333333333
2023-12-12,1,18,pipe,B,3.0,6000,883.4,0,167.32,1,12,0,5.916,6.481,5.428142857142857,5.240533333333333
2023-12-13,1,18,pipe,B,3.0,6000,872.93,0,230.85,2,12,0,6.69,5.916,5.494285714285715,5.2702
2023-12-14,1,18,pipe,B,3.0,6000,859.9,0,219.04,3,12,0,5.949,6.69,5.501571428571429,5.276566666666667
2023-12-15,1,18,pipe,B,3.0,6000,892.92,0,237.09,4,12,0,6.545,5.949,5.5327142857142855,5.320033333333333
2023-12-16,1,18,pipe,B,3.0,6000,866.69,0,191.58,5,12,0,4.58,6.545,5.657285714285714,5.2762
2023-12-17,1,18,pipe,B,3.0,6000,896.17,0,267.97,6,12,0,3.524,4.58,5.6692857142857145,5.199766666666666
2023-12-18,1,18,pipe,B,3.0,6000,895.54,0,203.73,0,12,0,6.402,3.524,5.658,5.289433333333333
2023-12-19,1,18,pipe,B,3.0,6000,899.51,0,181.66,1,12,0,5.075,6.402,5.537857142857143,5.340833333333333
2023-12-20,1,18,pipe,B,3.0,6000,874.25,0,279.26,2,12,0,6.105,5.075,5.454285714285715,5.363866666666667
2023-12-21,1,18,pipe,B,3.0,6000,868.68,0,248.31,3,12,0,6.341,6.105,5.510285714285715,5.391900000000001
2023-12-22,1,18,pipe,B,3.0,6000,872.0,0,251.61,4,12,0,6.857,6.341,5.554857142857143,5.4350000000000005
2023-12-23,1,18,pipe,B,3.0,6000,874.45,0,209.32,5,12,0,3.622,6.857,5.418,5.364466666666668
2023-12-24,1,18,pipe,B,3.0,6000,876.1,0,161.59,6,12,0,3.573,3.622,5.425,5.2979666666666665
2023-12-25,1,18,pipe,B,3.0,6000,878.31,0,196.48,0,12,0,5.889,3.573,5.351714285714286,5.364333333333334
2023-12-26,1,18,pipe,B,3.0,6000,863.63,0,162.38,1,12,0,6.521,5.889,5.558285714285714,5.466433333333333
2023-12-27,1,18,pipe,B,3.0,6000,895.11,0,257.67,2,12,0,6.363,6.521,5.595142857142856,5.488466666666667
2023-12-28,1,18,pipe,B,3.0,6000,871.44,0,298.47,3,12,0,6.28,6.363,5.586428571428571,5.5069
2023-12-29,1,18,pipe,B,3.0,6000,881.47,0,195.52,4,12,0,6.011,6.28,5.465571428571429,5.5281
2023-12-30,1,18,pipe,B,3.0,6000,879.63,0,181.0,5,12,0,3.455,6.011,5.441714285714285,5.434833333333333
2023-12-31,1,18,pipe,B,3.0,6000,863.25,0,223.56,6,12,0,4.012,3.455,5.504428571428571,5.3733
2024-01-01,1,18,pipe,B,3.0,6000,859.25,0,176.99,0,1,1,6.929,4.012,5.653,5.4991666666666665
2024-01-02,1,18,pipe,B,3.0,6000,859.46,0,213.14,1,1,1,6.83,6.929,5.6971428571428575,5.599800000000001
2024-01-03,1,18,pipe,B,3.0,6000,872.3,0,214.9,2,1,1,6.963,6.83,5.782857142857142,5.628466666666667
2024-01-04,1,18,pipe,B,3.0,6000,860.33,0,161.85,3,1,0,7.351,6.963,5.935857142857143,5.662133333333333
2024-01-05,1,18,pipe,B,3.0,6000,869.95,0,203.4,4,1,0,6.464,7.351,6.000571428571428,5.6700333333333335
2024-01-06,1,18,pipe,B,3.0,6000,778.63,1,270.62,5,1,0,6.838,6.464,6.4838571428571425,5.701366666666667
2024-01-07,1,18,pipe,B,3.0,6000,868.99,0,215.04,6,1,0,3.877,6.838,6.464571428571429,5.6197
2024-01-08,1,18,pipe,B,3.0,6000,884.34,0,149.53,0,1,0,6.603,3.877,6.418,5.7162
2024-01-09,1,18,pipe,B,3.0,6000,871.75,0,180.62,1,1,0,7.268,6.603,6.480571428571429,5.8438
2024-01-10,1,18,pipe,B,3.0,6000,895.59,0,253.7,2,1,0,6.142,7.268,6.363285714285714,5.8325000000000005
2024-01-11,1,18,pipe,B,3.0,6000,882.07,0,261.57,3,1,0,6.248,6.142,6.2057142857142855,5.843566666666667
2024-01-12,1,18,pipe,B,3.0,6000,877.15,0,276.36,4,1,0,7.067,6.248,6.291857142857144,5.856133333333334
2024-01-13,1,18,pipe,B,3.0,6000,869.72,0,214.09,5,1,0,4.383,7.067,5.941142857142857,5.803933333333333
2024-01-14,1,18,pipe,B,3.0,6000,873.98,0,91.44,6,1,0,4.044,4.383,5.964999999999999,5.7205666666666675
2024-01-15,1,18,pipe,B,3.0,6000,881.47,0,196.22,0,1,0,7.16,4.044,6.0445714285714285,5.806566666666667
2024-01-16,1,18,pipe,B,3.0,6000,881.5,0,246.16,1,1,0,6.908,7.16,5.993142857142857,5.919366666666666
2024-01-17,1,18,pipe,B,3.0,6000,887.62,0,136.99,2,1,0,6.846,6.908,6.093714285714285,5.934166666666667
2024-01-18,1,18,pipe,B,3.0,6000,887.7,0,207.8,3,1,0,7.069,6.846,6.211,6.000633333333334
2024-01-19,1,18,pipe,B,3.0,6000,864.29,0,195.0,4,1,0,7.419,7.069,6.261285714285713,6.044433333333333
2024-01-20,1,18,pipe,B,3.0,6000,895.54,0,199.87,5,1,0,3.959,7.419,6.200714285714286,5.965033333333333
2024-01-21,1,18,pipe,B,3.0,6000,864.31,0,203.06,6,1,0,4.072,3.959,6.204714285714287,5.8722
2024-01-22,1,18,pipe,B,3.0,6000,871.79,0,182.2,0,1,0,7.28,4.072,6.221857142857142,5.994133333333333
2024-01-23,1,18,pipe,B,3.0,6000,865.51,0,198.41,1,1,0,7.117,7.28,6.251714285714286,6.112266666666667
2024-01-24,1,18,pipe,B,3.0,6000,890.79,0,113.46,2,1,0,6.718,7.117,6.233428571428571,6.1399
2024-01-25,1,18,pipe,B,3.0,6000,874.02,0,212.31,3,1,0,7.043,6.718,6.2297142857142855,6.157300000000001
2024-01-26,1,18,pipe,B,3.0,6000,866.11,0,252.45,4,1,0,7.396,7.043,6.226428571428571,6.1917333333333335
2024-01-27,1,18,pipe,B,3.0,6000,883.57,0,276.42,5,1,0,4.224,7.396,6.264285714285714,6.1232
2024-01-28,1,18,pipe,B,3.0,6000,882.34,0,149.79,6,1,0,4.355,4.224,6.304714285714286,6.0680000000000005
2024-01-29,1,18,pipe,B,3.0,6000,790.3,1,148.9,0,1,0,12.411,4.355,7.037714285714286,6.366533333333334
2024-01-30,1,18,pipe,B,3.0,6000,889.11,0,254.52,1,1,0,6.77,12.411,6.988142857142857,6.458466666666666
2024-01-31,1,18,pipe,B,3.0,6000,884.9,0,154.68,2,1,0,7.218,6.77,7.059571428571429,6.468100000000001
2024-02-01,1,18,pipe,B,3.0,6000,867.28,0,255.48,3,2,0,7.347,7.218,7.103000000000001,6.485333333333332
2024-02-02,1,18,pipe,B,3.0,6000,885.28,0,309.57,4,2,0,7.003,7.347,7.046857142857143,6.486666666666666
2024-02-03,1,18,pipe,B,3.0,6000,892.7,0,185.57,5,2,0,4.239,7.003,7.0489999999999995,6.382933333333333
2024-02-04,1,18,pipe,B,3.0,6000,882.94,0,221.58,6,2,0,4.041,4.239,7.004142857142858,6.3021666666666665
2024-02-05,1,18,pipe,B,3.0,6000,865.55,0,137.56,0,2,0,8.072,4.041,6.384285714285714,6.3433
2024-02-06,1,18,pipe,B,3.0,6000,886.02,0,219.8,1,2,0,7.516,8.072,6.490857142857144,6.4646
2024-02-07,1,18,pipe,B,3.0,6000,886.16,0,251.08,2,2,0,7.502,7.516,6.531428571428571,6.4945666666666675
2024-02-08,1,18,pipe,B,3.0,6000,862.35,0,162.44,3,2,0,7.761,7.502,6.590571428571429,6.511
2024-02-09,1,18,pipe,B,3.0,6000,867.43,0,182.13,4,2,0,6.978,7.761,6.586999999999999,6.538866666666666
2024-02-10,1,18,pipe,B,3.0,6000,887.11,0,127.54,5,2,0,4.387,6.978,6.608142857142857,6.476833333333333
2024-02-11,1,18,pipe,B,3.0,6000,865.69,0,258.46,6,2,0,4.434,4.387,6.664285714285714,6.3890666666666664
2024-02-12,1,18,pipe,B,3.0,6000,878.25,0,162.75,0,2,0,7.188,4.434,6.537999999999999,6.482566666666667
2024-02-13,1,18,pipe,B,3.0,6000,872.34,0,199.74,1,2,0,8.296,7.188,6.649428571428572,6.6243
2024-02-14,1,18,pipe,B,3.0,6000,790.83,1,212.67,2,2,0,13.023,8.296,7.438142857142857,6.819733333333333
2024-02-15,1,18,pipe,B,3.0,6000,890.09,0,230.34,3,2,0,7.562,13.023,7.409714285714285,6.8415333333333335
2024-02-16,1,18,pipe,B,3.0,6000,896.55,0,193.57,4,2,0,7.494,7.562,7.483428571428571,6.863133333333334
2024-02-17,1,18,pipe,B,3.0,6000,878.59,0,170.12,5,2,0,4.412,7.494,7.487000000000001,6.774566666666667
2024-02-18,1,18,pipe,B,3.0,6000,894.27,0,258.6,6,2,0,4.423,4.412,7.485428571428571,6.6747000000000005
2024-02-19,1,18,pipe,B,3.0,6000,872.59,0,213.87,0,2,0,7.251,4.423,7.494428571428572,6.784433333333334
2024-02-20,1,18,pipe,B,3.0,6000,894.06,0,238.24,1,2,0,7.554,7.251,7.388428571428571,6.9005
2024-02-21,1,18,pipe,B,3.0,6000,864.76,0,230.24,2,2,0,7.283,7.554,6.568428571428571,6.9006
2024-02-22,1,18,pipe,B,3.0,6000,891.53,0,156.74,3,2,0,7.299,7.283,6.530857142857143,6.906666666666667
2024-02-23,1,18,pipe,B,3.0,6000,887.88,0,283.26,4,2,0,7.183,7.299,6.486428571428571,6.922166666666667
2024-02-24,1,18,pipe,B,3.0,6000,864.17,0,218.34,5,2,0,4.899,7.183,6.555999999999999,6.8507
2024-02-25,1,18,pipe,B,3.0,6000,886.41,0,212.83,6,2,0,4.592,4.899,6.5801428571428575,6.757233333333334
2024-02-26,1,18,pipe,B,3.0,6000,864.4,0,210.43,0,2,0,7.435,4.592,6.606428571428571,6.8642666666666665
2024-02-27,1,18,pipe,B,3.0,6000,898.62,0,105.45,1,2,0,7.235,7.435,6.560857142857143,6.960266666666667
2024-02-28,1,18,pipe,B,3.0,6000,859.71,0,206.18,2,2,0,7.717,7.235,6.622857142857143,6.8038
2024-02-29,1,18,pipe,B,3.0,6000,894.59,0,251.27,3,2,0,7.486,7.717,6.649571428571429,6.827666666666667
2024-03-01,1,18,pipe,B,3.0,6000,883.4,0,215.99,4,3,0,7.726,7.486,6.727142857142858,6.8446
2024-03-02,1,18,pipe,B,3.0,6000,883.39,0,128.36,5,3,0,4.82,7.726,6.715857142857144,6.760366666666667
2024-03-03,1,18,pipe,B,3.0,6000,900.33,0,216.85,6,3,0,4.21,4.82,6.661285714285715,6.6672666666666665
2024-03-04,1,18,pipe,B,3.0,6000,894.54,0,162.86,0,3,0,7.699,4.21,6.699,6.7825999999999995
2024-03-05,1,18,pipe,B,3.0,6000,895.32,0,178.64,1,3,0,7.328,7.699,6.712285714285715,6.892166666666666
2024-03-06,1,18,pipe,B,3.0,6000,867.28,0,159.31,2,3,0,8.255,7.328,6.789142857142857,6.898266666666667
2024-03-07,1,18,pipe,B,3.0,6000,895.87,0,316.75,3,3,0,7.5,8.255,6.791142857142857,6.897733333333334
2024-03-08,1,18,pipe,B,3.0,6000,770.27,1,194.14,4,3,0,14.337,7.5,7.735571428571428,7.125566666666667
2024-03-09,1,18,pipe,B,3.0,6000,898.1,0,230.32,5,3,0,4.051,14.337,7.6257142857142854,7.0019
2024-03-10,1,18,pipe,B,3.0,6000,862.01,0,187.25,6,3,0,4.327,4.051,7.642428571428572,6.913533333333333
2024-03-11,1,18,pipe,B,3.0,6000,884.65,0,168.42,0,3,0,7.767,4.327,7.652142857142857,7.0262
2024-03-12,1,18,pipe,B,3.0,6000,858.62,0,302.1,1,3,0,8.179,7.767,7.773714285714285,7.151033333333333
